[locus_tag=Syncc8109_0001],[protein_id=AHF62427.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=3.72400E-142]
[locus_tag=Syncc8109_0930],[protein_id=AHF63307.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1977],[protein_id=CAP16482.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=4.68440E-10]
[locus_tag=Syncc8109_0931],[protein_id=AHF63308.1],[gene=None],[protein=putative high light inducible protein],[locus_tag=PMM0093],[protein_id=CAE18552.1],[gene=hli1],[protein=possible high light inducible protein],[evalue=5.33559E-06],[locus_tag=PMM1482],[protein_id=CAE19941.1],[gene=hli3],[protein=possible high light inducible protein],[evalue=5.86359E-06]
[locus_tag=Syncc8109_0954],[protein_id=AHF63329.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0990],[protein_id=CAE19449.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.42089E-47]
[locus_tag=Syncc8109_0958],[protein_id=AHF63332.1],[gene=None],[protein=gid protein],[locus_tag=PMM1116],[protein_id=CAE19575.1],[gene=gidA],[protein=NAD binding site:Glucose inhibited division protein A family],[evalue=0.00000E+00],[locus_tag=PMM1675],[protein_id=CAE20134.1],[gene=None],[protein=Glucose inhibited division protein A],[evalue=7.70579E-10]
[locus_tag=Syncc8109_0960],[protein_id=AHF63334.1],[gene=crtH],[protein=carotenoid isomerase],[locus_tag=PMM1115],[protein_id=CAE19574.1],[gene=crtH],[protein=putative carotenoid isomerase],[evalue=0.00000E+00],[locus_tag=PMM0339],[protein_id=CAE18798.1],[gene=T8L23.23],[protein=Bacterial-type phytoene dehydrogenase],[evalue=8.16384E-46],[locus_tag=PMM1566],[protein_id=CAE20025.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.53149E-27]
[locus_tag=Syncc8109_0962],[protein_id=AHF63336.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1114],[protein_id=CAE19573.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.47828E-32]
[locus_tag=Syncc8109_0964],[protein_id=AHF63338.1],[gene=None],"[protein=two component transcriptional regulator, winged helix family]",[locus_tag=PMM1113],[protein_id=CAE19572.1],[gene=None],[protein=two-component response regulator],[evalue=2.98972E-140],[locus_tag=PMM0705],[protein_id=CAE19164.1],[gene=phoB],"[protein=two-component response regulator, phosphate]",[evalue=4.79071E-27],[locus_tag=PMM1619],[protein_id=CAE20078.1],[gene=None],[protein=two-component response regulator],[evalue=7.07812E-24]
[locus_tag=Syncc8109_0965],[protein_id=AHF63339.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1112],[protein_id=CAE19571.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.46138E-38]
[locus_tag=Syncc8109_0966],[protein_id=AHF63340.1],[gene=None],[protein=Glutaredoxin-related protein],[locus_tag=PMM1111],[protein_id=CAE19570.1],[gene=None],[protein=Glutaredoxin-related protein],[evalue=2.68886E-59]
[locus_tag=Syncc8109_0967],[protein_id=AHF63341.1],[gene=bolA],[protein=BolA family protein],[locus_tag=PMM1110],[protein_id=CAE19569.1],[gene=None],[protein=BolA-like protein],[evalue=4.15180E-25]
[locus_tag=Syncc8109_0968],[protein_id=AHF63342.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1109],[protein_id=CAE19568.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.91861E-48]
[locus_tag=Syncc8109_0969],[protein_id=AHF63343.1],[gene=None],[protein=Phospholipid/glycerol acyltransferase],[locus_tag=PMM1108],[protein_id=CAE19567.1],[gene=None],[protein=Phospholipid and glycerol acyltransferase (from 'motifs_6.msf')],[evalue=4.00883E-65],[locus_tag=PMM0138],[protein_id=CAE18597.1],[gene=plsC],[protein=putative 1-acyl-sn-glycerol-3-phosphate acyltransferase],[evalue=1.25532E-06]
[locus_tag=Syncc8109_0970],[protein_id=AHF63344.1],[gene=pdxJ],[protein=pyridoxal phosphate biosynthetic protein PdxJ],[locus_tag=PMM1107],[protein_id=CAE19566.1],[gene=pdxJ],[protein=Pyridoxal phosphate biosynthetic protein PdxJ],[evalue=4.25057E-104]
[locus_tag=Syncc8109_0971],[protein_id=AHF63345.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1106],[protein_id=CAE19565.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.90169E-46]
[locus_tag=Syncc8109_0974],[protein_id=AHF63348.1],[gene=recC],"[protein=exodeoxyribonuclease V, gamma subunit]",[locus_tag=PMM1105],[protein_id=CAE19564.1],[gene=recC],[protein=possible exodeoxyribonuclease V subunit C 125 kD polypeptide],[evalue=2.77014E-86]
[locus_tag=Syncc8109_0976],[protein_id=AHF63350.1],[gene=recB],"[protein=putative exodeoxyribonuclease V, beta subunit RecB]",[locus_tag=PMM1103],[protein_id=CAE19562.1],[gene=recB],[protein=possible UvrD/REP helicase subunit B],[evalue=2.79045E-148]
[locus_tag=Syncc8109_0977],[protein_id=AHF63351.1],[gene=recD],"[protein=putative exodeoxyribonuclease V, alpha subunit RecD]",[locus_tag=PMM1102],[protein_id=CAE19561.1],[gene=recD],[protein=possible exodeoxyribonuclease V 67 kD polypeptide],[evalue=2.59480E-78]
[locus_tag=Syncc8109_0978],[protein_id=AHF63352.1],[gene=None],[protein=mannose-6-phosphate isomerase WbpW-like protein],[locus_tag=PMM1196],[protein_id=CAE19655.1],[gene=manC],[protein=GDP-mannose pyrophosphorylase],[evalue=2.66057E-22]
[locus_tag=Syncc8109_0979],[protein_id=AHF63353.1],[gene=None],[protein=DEAD/DEAH box helicase-like protein],[locus_tag=PMM1101],[protein_id=CAE19560.1],[gene=None],[protein=putative ATP-dependent RNA helicase],[evalue=0.00000E+00],[locus_tag=PMM0839],[protein_id=CAE19298.1],[gene=None],[protein=Transcriptional-repair coupling factor],[evalue=8.29672E-06]
[locus_tag=Syncc8109_0980],[protein_id=AHF63354.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1100],[protein_id=CAE19559.1],[gene=None],[protein=hypothetical],[evalue=2.53758E-10]
[locus_tag=Syncc8109_0982],[protein_id=AHF63356.1],[gene=rbpD],[protein=RNA-binding region RNP-1 (RNA recognition motif)],[locus_tag=PMM1376],[protein_id=CAE19835.1],[gene=rbpD],[protein=RNA-binding protein RbpD],[evalue=5.16611E-37],[locus_tag=PMM0013],[protein_id=CAE18472.1],[gene=None],[protein=RNA-binding region RNP-1 (RNA recognition motif)],[evalue=1.68274E-30]
[locus_tag=Syncc8109_0984],[protein_id=AHF63358.1],[gene=mdlB],[protein=ATPase],[locus_tag=PMM1099],[protein_id=CAE19558.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[evalue=0.00000E+00],[locus_tag=PMM0827],[protein_id=CAE19286.1],[gene=None],"[protein=ABC transporter, possibly multidrug efflux]",[evalue=6.29544E-76],[locus_tag=PMM0561],[protein_id=CAE19020.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=4.06701E-71]
[locus_tag=Syncc8109_0987],[protein_id=AHF63361.1],[gene=psbP],[protein=putative photosystem II oxygen-evolving complex 23K protein PsbP],[locus_tag=PMM1098],[protein_id=CAE19557.1],[gene=psbP],[protein=photosystem II oxygen evolving complex protein PsbP],[evalue=1.07777E-68]
[locus_tag=Syncc8109_0988],[protein_id=AHF63362.1],[gene=recR],[protein=recombination protein RecR],[locus_tag=PMM1097],[protein_id=CAE19556.1],[gene=recR],[protein=RecR protein],[evalue=2.66655E-100]
[locus_tag=Syncc8109_0989],[protein_id=AHF63363.1],[gene=lipA],[protein=lipoic acid synthetase],[locus_tag=PMM1096],[protein_id=CAE19555.1],"[gene=lipA,lip]",[protein=Lipoate synthase],[evalue=8.21663E-135],[locus_tag=PMM1514],[protein_id=CAE19973.1],[gene=lipA],[protein=lipoic acid synthetase],[evalue=1.73973E-78]
[locus_tag=Syncc8109_0990],[protein_id=AHF63364.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1095],[protein_id=CAE19554.1],[gene=F2J10.13],[protein=conserved hypothetical protein],[evalue=1.35220E-43]
[locus_tag=Syncc8109_0991],[protein_id=AHF63365.1],[gene=None],[protein=glutathione S-transferase domain protein],[locus_tag=PMM0630],[protein_id=CAE19089.1],"[gene=GSTTLp28,P28,GSTO1]",[protein=Glutathione S-transferase N terminus],[evalue=1.32614E-51]
[locus_tag=Syncc8109_0992],[protein_id=AHF63366.1],[gene=None],[protein=Rhodanese-like protein],[locus_tag=PMM1094],[protein_id=CAE19553.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.03965E-97]
[locus_tag=Syncc8109_0995],[protein_id=AHF63369.1],[gene=BioB],[protein=biotin synthase],[locus_tag=PMM1093],[protein_id=CAE19552.1],[gene=BioB],[protein=Biotin synthase],[evalue=1.26016E-153]
[locus_tag=Syncc8109_0996],[protein_id=AHF63370.1],[gene=uppS],[protein=undecaprenyl diphosphate synthase],[locus_tag=PMM1092],[protein_id=CAE19551.1],[gene=uppS],[protein=Undecaprenyl pyrophosphate synthetase (UPPS)],[evalue=1.81912E-99]
[locus_tag=Syncc8109_0997],[protein_id=AHF63371.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1091],[protein_id=CAE19550.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.80705E-127]
[locus_tag=Syncc8109_0998],[protein_id=AHF63372.1],[gene=lysA],[protein=diaminopimelate decarboxylase],[locus_tag=PMM1090],[protein_id=CAE19549.1],[gene=lysA],[protein=Diaminopimelate decarboxylase],[evalue=0.00000E+00],[locus_tag=PMM0045],[protein_id=CAE18504.1],[gene=None],[protein=Orn/DAP/Arg decarboxylases family 2],[evalue=1.77679E-09]
[locus_tag=Syncc8109_0999],[protein_id=AHF63373.1],[gene=rimI],[protein=ribosomal-protein-alanine acetyltransferase],[locus_tag=PMM1089],[protein_id=CAE19548.1],[gene=None],[protein=putative ribosomal-protein-alanine acetyltransferase],[evalue=1.37524E-18]
[locus_tag=Syncc8109_1000],[protein_id=AHF63374.1],[gene=clpC],[protein=ATPase],[locus_tag=PMM1088],[protein_id=CAE19547.1],[gene=clpC],[protein=ClpC],[evalue=0.00000E+00],[locus_tag=PMM0580],[protein_id=CAE19039.1],[gene=clpB1],"[protein=ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB]",[evalue=0.00000E+00],[locus_tag=PMM0207],[protein_id=CAE18666.1],[gene=clpB2],"[protein=putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB]",[evalue=0.00000E+00]
[locus_tag=Syncc8109_1001],[protein_id=AHF63375.1],[gene=None],[protein=putative glycerol dehydrogenase],[locus_tag=PMM1087],[protein_id=CAE19546.1],[gene=gldA],[protein=putative glycerol dehydrogenase],[evalue=5.02164E-115]
[locus_tag=Syncc8109_1002],[protein_id=AHF63376.1],[gene=mhpC],"[protein=putative 2-hydroxy-6-oxohepta-2,4-dienoate hydrolase]",[locus_tag=PMM1086],[protein_id=CAE19545.1],[gene=todF],"[protein=2-hydroxy-6-oxohepta-2,4-dienoate hydrolase]",[evalue=2.11506E-89],[locus_tag=PMM1599],[protein_id=CAE20058.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.01562E-10],[locus_tag=PMM1628],[protein_id=CAE20087.1],[gene=None],[protein=possible alpha/beta hydrolase superfamily],[evalue=1.51358E-07]
[locus_tag=Syncc8109_1004],[protein_id=AHF63378.1],[gene=None],[protein=putative phosphatidate cytidylyltransferase],[locus_tag=PMM1085],[protein_id=CAE19544.1],[gene=None],[protein=Phosphatidate cytidylyltransferase],[evalue=1.05024E-102]
[locus_tag=Syncc8109_1006],[protein_id=AHF63380.1],[gene=cad],[protein=Arginine decarboxylase],[locus_tag=PMM1084],[protein_id=CAE19543.1],[gene=cad],[protein=Orn/Lys/Arg decarboxylases family 1],[evalue=9.82977E-140]
[locus_tag=Syncc8109_1007],[protein_id=AHF63381.1],[gene=None],[protein=putative kinase],[locus_tag=PMM1083],[protein_id=CAE19542.1],[gene=None],[protein=possible kinase],[evalue=0.00000E+00],[locus_tag=PMM1714],[protein_id=CAE20173.1],[gene=None],[protein=possible protein kinase:ABC1 family],[evalue=7.28096E-123],[locus_tag=PMM0209],[protein_id=CAE18668.1],[gene=None],[protein=possible kinase],[evalue=2.44057E-71]
[locus_tag=Syncc8109_1009],[protein_id=AHF63383.1],[gene=phoB],"[protein=two component transcriptional regulator, winged helix family]",[locus_tag=PMM0705],[protein_id=CAE19164.1],[gene=phoB],"[protein=two-component response regulator, phosphate]",[evalue=4.47072E-105],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=2.77593E-46],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=2.35020E-45]
[locus_tag=Syncc8109_1010],[protein_id=AHF63384.1],[gene=phoR],[protein=histidine kinase],[locus_tag=PMM0706],[protein_id=CAE19165.1],[gene=phoR],"[protein=two-component sensor histidine kinase, phosphate sensing]",[evalue=2.20289E-85],[locus_tag=PMM1077],[protein_id=CAE19536.1],[gene=None],[protein=two-component sensor histidine kinase],[evalue=4.58779E-19],[locus_tag=PMM1341],[protein_id=CAE19800.1],[gene=nblS],[protein=two-component sensor histidine kinase],[evalue=2.14941E-16]
[locus_tag=Syncc8109_1011],[protein_id=AHF63385.1],[gene=rsuA],"[protein=Pseudouridine synthase, Rsu]",[locus_tag=PMM0658],[protein_id=CAE19117.1],[gene=rsuA],[protein=putative pseudouridylate synthase specific to ribosomal small subunit],[evalue=1.45492E-32]
[locus_tag=Syncc8109_1012],[protein_id=AHF63386.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1082],[protein_id=CAE19541.1],[gene=None],[protein=possible Helix-turn-helix],[evalue=2.13726E-06]
[locus_tag=Syncc8109_1013],[protein_id=AHF63387.1],[gene=malQ],[protein=4-alpha-glucanotransferase],[locus_tag=PMM1081],[protein_id=CAE19540.1],[gene=malQ],[protein=Putative 4-alpha-glucanotransferase],[evalue=3.38847E-176]
[locus_tag=Syncc8109_1014],[protein_id=AHF63388.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1152],[protein_id=CAE19611.1],[gene=ycf39],[protein=putative chaperon-like protein for quinone binding in photosystem II],[evalue=5.77014E-09]
[locus_tag=Syncc8109_1017],[protein_id=AHF63391.1],[gene=kprS],[protein=ribose-phosphate pyrophosphokinase],[locus_tag=PMM1080],[protein_id=CAE19539.1],[gene=kprS],[protein=Ribose-phosphate pyrophosphokinase],[evalue=0.00000E+00]
[locus_tag=Syncc8109_1022],[protein_id=AHF63396.1],[gene=None],"[protein=ABC transporter component, possibly Mn transport]",[locus_tag=PMM1029],[protein_id=CAE19488.1],[gene=None],"[protein=ABC transporter component, possibly Mn transport]",[evalue=1.11971E-78],[locus_tag=PMM0603],[protein_id=CAE19062.1],[gene=None],"[protein=ABC transporter component, possibly Mn transport]",[evalue=2.37711E-22]
[locus_tag=Syncc8109_1023],[protein_id=AHF63397.1],[gene=None],"[protein=ABC transporter, ATP binding domain, possibly Mn transport]",[locus_tag=PMM1031],[protein_id=CAE19490.1],[gene=None],"[protein=ABC transporter, ATP binding domain, possibly Mn transport]",[evalue=1.82168E-72],[locus_tag=PMM0602],[protein_id=CAE19061.1],[gene=None],"[protein=ABC transporter, ATP binding domain, possibly Mn transporter]",[evalue=2.64588E-30],[locus_tag=PMM0449],[protein_id=CAE18908.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=8.07388E-26]
[locus_tag=Syncc8109_1038],[protein_id=AHF63410.1],[gene=hupE],[protein=putative hydrogenase accessory protein],[locus_tag=PMM1123],[protein_id=CAE19582.1],[gene=hupE],[protein=putative hydrogenase accessory protein],[evalue=7.78695E-69]
[locus_tag=Syncc8109_1039],[protein_id=AHF63411.1],[gene=None],[protein=putative porin],[locus_tag=PMM0709],[protein_id=CAE19168.1],[gene=som],[protein=possible porin],[evalue=8.57547E-29],[locus_tag=PMM1121],[protein_id=CAE19580.1],[gene=som],[protein=possible porin],[evalue=6.47962E-14],[locus_tag=PMM1121],[protein_id=CAE19580.1],[gene=som],[protein=possible porin],[evalue=1.25857E-06]
[locus_tag=Syncc8109_1040],[protein_id=AHF63412.1],[gene=pcbD],[protein=chlorophyll a/b binding light harvesting protein PcbD],[locus_tag=PMM0627],[protein_id=CAE19086.1],[gene=pcb],[protein=light-harvesting complex protein],[evalue=3.03153E-120],[locus_tag=PMM1158],[protein_id=CAE19617.1],[gene=psbC],[protein=Photosystem II PsbC protein (CP43)],[evalue=3.22495E-53],[locus_tag=PMM0315],[protein_id=CAE18774.1],[gene=psbB],[protein=Photosystem II PsbB protein (CP47)],[evalue=3.05987E-12]
[locus_tag=Syncc8109_1050],[protein_id=AHF63422.1],[gene=None],[protein=HTH of cAMP family transcriptional regulator],[locus_tag=PMM0806],[protein_id=CAE19265.1],[gene=None],"[protein=Bacterial regulatory proteins, Crp family]",[evalue=6.35205E-79]
[locus_tag=Syncc8109_1051],[protein_id=AHF63423.1],[gene=fldA],"[protein=Flavodoxin, long chain]",[locus_tag=PMM1171],[protein_id=CAE19630.1],[gene=isiB],[protein=Flavodoxin],[evalue=3.28479E-55]
[locus_tag=Syncc8109_1055],[protein_id=AHF63427.1],[gene=None],[protein=ferritin],[locus_tag=PMM0804],[protein_id=CAE19263.1],[gene=None],[protein=ferritin],[evalue=3.47693E-61]
[locus_tag=Syncc8109_1056],[protein_id=AHF63428.1],[gene=None],[protein=ABC-type Fe3+ transport system periplasmic component],[locus_tag=PMM1164],[protein_id=CAE19623.1],"[gene=futA,sfuA, idiA]","[protein=putative iron ABC transporter, substrate binding protein]",[evalue=1.25271E-131]
[locus_tag=Syncc8109_1060],[protein_id=AHF63431.1],[gene=None],[protein=putative porin],[locus_tag=PMM0709],[protein_id=CAE19168.1],[gene=som],[protein=possible porin],[evalue=2.62153E-39],[locus_tag=PMM1121],[protein_id=CAE19580.1],[gene=som],[protein=possible porin],[evalue=4.72097E-17],[locus_tag=PMM1121],[protein_id=CAE19580.1],[gene=som],[protein=possible porin],[evalue=3.01164E-06]
[locus_tag=Syncc8109_1062],[protein_id=AHF63433.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1420],[protein_id=CAE19879.1],[gene=None],[protein=possible Fumarate reductase subunit D],[evalue=1.73476E-22],[locus_tag=PMM2063],[protein_id=CAX37124.1],[gene=None],[protein=Hypothetical protein],[evalue=8.10248E-07],[locus_tag=PMM0476],[protein_id=CAE18935.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.85300E-07]
[locus_tag=Syncc8109_1063],[protein_id=AHF63434.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1421],[protein_id=CAE19880.1],[gene=None],[protein=possible Gibberellin regulated protein],[evalue=1.35118E-12],[locus_tag=PMM1363],[protein_id=CAE19822.1],[gene=None],[protein=hypothetical],[evalue=2.42361E-10]
[locus_tag=Syncc8109_1072],[protein_id=AHF63443.1],[gene=rimI],[protein=putative ribosomal-protein-alanine acetyltransferase],[locus_tag=PMM0333],[protein_id=CAE18792.1],[gene=rimI],[protein=GCN5-related N-acetyltransferase],[evalue=1.99046E-85]
[locus_tag=Syncc8109_1080],[protein_id=AHF63451.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0367],[protein_id=CAE18826.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.56722E-57]
[locus_tag=Syncc8109_1095],[protein_id=AHF63466.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1028],[protein_id=CAE19487.1],[gene=None],[protein=conserved hypothetical],[evalue=1.02001E-33],[locus_tag=PMM0872],[protein_id=CAE19331.1],[gene=None],[protein=possible Carboxylesterase],[evalue=2.14826E-30]
[locus_tag=Syncc8109_1100],[protein_id=AHF63471.1],[gene=None],[protein=PhoH-PIN],[locus_tag=PMM1284],[protein_id=CAE19743.1],"[gene=phoH,psiH]",[protein=PhoH-like phosphate starvation-inducible protein],[evalue=5.94924E-24]
[locus_tag=Syncc8109_1101],[protein_id=AHF63472.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1379],[protein_id=CAE19838.1],[gene=None],[protein=putative dape gene and orf2],[evalue=5.24112E-119]
[locus_tag=Syncc8109_1112],[protein_id=AHF63483.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0699],[protein_id=CAE19158.1],[gene=None],[protein=conserved hypothetical],[evalue=1.87629E-27],[locus_tag=PMM0722],[protein_id=CAE19181.1],[gene=None],[protein=hypothetical],[evalue=3.13915E-09]
[locus_tag=Syncc8109_1118],[protein_id=AHF63489.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM2004],[protein_id=CAP16509.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=4.60746E-18],[locus_tag=PMM1896],[protein_id=CAP16400.1],[gene=None],[protein=Hypothetical protein],[evalue=4.60746E-18]
[locus_tag=Syncc8109_1124],[protein_id=AHF63495.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0573],[protein_id=CAE19032.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.92389E-40],[locus_tag=PMM0443],[protein_id=CAE18902.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.25596E-24]
