[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=Syncc8109_0001],[protein_id=AHF62427.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0609],[protein_id=CAE20784.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1479],[protein_id=AHF63841.1],[gene=None],[protein=hypothetical protein],[evalue=8.40238E-23]
[locus_tag=PMT_0610],[protein_id=CAE20785.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1478],[protein_id=AHF63840.1],[gene=None],[protein=hypothetical protein],[evalue=1.17251E-12]
[locus_tag=PMT_0611],[protein_id=CAE20786.1],[gene=None],"[protein=possible Copper binding proteins, plastocyanin]",[locus_tag=Syncc8109_1477],[protein_id=AHF63839.1],[gene=None],[protein=hypothetical protein],[evalue=1.41892E-44]
[locus_tag=PMT_0612],[protein_id=CAE20787.1],[gene=None],[protein=SAM (and some other nucleotide) binding motif:Generic methyl-transferase],[locus_tag=Syncc8109_1476],[protein_id=AHF63838.1],[gene=None],[protein=generic methyl-transferase],[evalue=0.00000E+00],[locus_tag=Syncc8109_1988],[protein_id=AHF64332.1],[gene=None],[protein=putative methyltransferase],[evalue=4.45336E-11]
[locus_tag=PMT_0615],[protein_id=CAE20790.1],[gene=None],[protein=hypothetical],[locus_tag=Syncc8109_1488],[protein_id=AHF63850.1],[gene=None],[protein=hypothetical protein],[evalue=2.23210E-15]
[locus_tag=PMT_0616],[protein_id=CAE20791.1],[gene=secF],[protein=preprotein translocase subunit],[locus_tag=Syncc8109_1489],[protein_id=AHF63851.1],[gene=secF],[protein=SecF protein],[evalue=3.80662E-143]
[locus_tag=PMT_0617],[protein_id=CAE20792.1],[gene=secD],[protein=preprotein translocase subunit],[locus_tag=Syncc8109_1490],[protein_id=AHF63852.1],[gene=secD],[protein=protein-export membrane protein SecD],[evalue=0.00000E+00]
[locus_tag=PMT_0618],[protein_id=CAE20793.1],[gene=pdhB],[protein=pyruvate dehydrogenase E1 beta subunit],[locus_tag=Syncc8109_1491],[protein_id=AHF63853.1],[gene=pdhB],[protein=pyruvate dehydrogenase E1 beta subunit],[evalue=0.00000E+00],[locus_tag=Syncc8109_1246],[protein_id=AHF63614.1],[gene=Dxs],[protein=deoxyxylulose-5-phosphate synthase],[evalue=1.32018E-15]
[locus_tag=PMT_2410],[protein_id=CAX31928.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=Syncc8109_1493],[protein_id=AHF63854.1],[gene=None],[protein=hypothetical protein],[evalue=3.75582E-12]
[locus_tag=PMT_0619],[protein_id=CAE20794.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1494],[protein_id=AHF63855.1],[gene=None],[protein=hypothetical protein],[evalue=1.96804E-29]
[locus_tag=PMT_0620],[protein_id=CAE20795.1],[gene=ispE],[protein=Putative 4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK)],[locus_tag=Syncc8109_1495],[protein_id=AHF63856.1],[gene=ispE],[protein=4-diphosphocytidyl-2C-methyl-D-erythritol kinase],[evalue=3.25144E-153]
[locus_tag=PMT_0621],[protein_id=CAE20796.1],[gene=None],"[protein=putative rRNA (adenine-N6,N6)-dimethyltransferase]",[locus_tag=Syncc8109_1496],[protein_id=AHF63857.1],[gene=ksgA],[protein=dimethyladenosine transferase],[evalue=1.39870E-144]
[locus_tag=PMT_0626],[protein_id=CAE20801.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1510],[protein_id=AHF63871.1],[gene=None],[protein=hypothetical protein],[evalue=3.32440E-55],[locus_tag=Syncc8109_1428],[protein_id=AHF63790.1],[gene=None],[protein=hypothetical protein],[evalue=3.19165E-24],[locus_tag=Syncc8109_1869],[protein_id=AHF64219.1],[gene=None],[protein=hypothetical protein],[evalue=3.72083E-22]
[locus_tag=PMT_0627],[protein_id=CAE20802.1],[gene=None],[protein=hypothetical],[locus_tag=Syncc8109_1511],[protein_id=AHF63872.1],[gene=None],[protein=hypothetical protein],[evalue=4.06089E-37]
[locus_tag=PMT_0628],[protein_id=CAE20803.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2526],[protein_id=AHF64833.1],[gene=None],[protein=Rhodanese-like protein],[evalue=1.83481E-41]
[locus_tag=PMT_0629],[protein_id=CAE20804.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1073],[protein_id=AHF63444.1],[gene=None],[protein=hypothetical protein],[evalue=8.13146E-35]
[locus_tag=PMT_0632],[protein_id=CAE20807.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1512],[protein_id=AHF63873.1],[gene=None],[protein=hypothetical protein],[evalue=7.51349E-68]
[locus_tag=PMT_0635],[protein_id=CAE20810.1],[gene=None],[protein=putative SOS mutagenesis protein UmuD],[locus_tag=Syncc8109_1516],[protein_id=AHF63877.1],[gene=umuD],[protein=putative SOS mutagenesis protein UmuD],[evalue=9.05201E-71]
[locus_tag=PMT_0638],[protein_id=CAE20813.1],[gene=umuC],[protein=putative UmuC protein],[locus_tag=Syncc8109_1517],[protein_id=AHF63878.1],[gene=umuC],[protein=DNA-directed DNA polymerase],[evalue=0.00000E+00]
[locus_tag=PMT_0639],[protein_id=CAE20814.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1518],[protein_id=AHF63879.1],[gene=None],[protein=hypothetical protein],[evalue=1.60703E-44]
[locus_tag=PMT_0640],[protein_id=CAE20815.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1519],[protein_id=AHF63880.1],[gene=None],[protein=hypothetical protein],[evalue=6.86524E-39]
[locus_tag=PMT_0641],[protein_id=CAE20816.1],[gene=None],[protein=CHC2 zinc finger:Toprim domain],[locus_tag=Syncc8109_1520],[protein_id=AHF63881.1],[gene=dnaG],[protein=DNA primase],[evalue=0.00000E+00]
[locus_tag=PMT_0643],[protein_id=CAE20818.1],[gene=None],"[protein=Integral membrane protein, DUF6]",[locus_tag=Syncc8109_1521],[protein_id=AHF63882.1],[gene=None],[protein=hypothetical protein],[evalue=5.55835E-104]
[locus_tag=PMT_0644],[protein_id=CAE20819.1],[gene=ruvA],[protein=putative holliday junction DNA helicase RuvA],[locus_tag=Syncc8109_1523],[protein_id=AHF63884.1],[gene=ruvA],"[protein=DNA recombination protein, RuvA]",[evalue=1.61630E-83]
[locus_tag=PMT_0645],[protein_id=CAE20820.1],"[gene=rps15, rpsO]",[protein=30S Ribosomal protein S15],[locus_tag=Syncc8109_1524],[protein_id=AHF63885.1],[gene=rps15],[protein=ribosomal protein S15],[evalue=1.97724E-51]
[locus_tag=PMT_0646],[protein_id=CAE20821.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1525],[protein_id=AHF63886.1],[gene=None],[protein=hypothetical protein],[evalue=1.47868E-36]
[locus_tag=PMT_0647],[protein_id=CAE20822.1],[gene=dnaE],"[protein=DNA polymerase III, alpha subunit]",[locus_tag=Syncc8109_1526],[protein_id=AHF63887.1],[gene=dnaE],"[protein=DNA polymerase III, alpha subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0648],[protein_id=CAE20823.1],[gene=gatA],[protein=Glutamyl-tRNA(Gln) amidotransferase A subunit],[locus_tag=Syncc8109_1527],[protein_id=AHF63888.1],[gene=gatA],"[protein=glutamyl-tRNA(Gln) amidotransferase, A subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0649],[protein_id=CAE20824.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1528],[protein_id=AHF63889.1],[gene=None],[protein=hypothetical protein],[evalue=2.39843E-38]
[locus_tag=PMT_0650],[protein_id=CAE20825.1],[gene=None],[protein=tRNA/rRNA methyltransferase],[locus_tag=Syncc8109_1529],[protein_id=AHF63890.1],[gene=None],"[protein=RNA methyltransferase TrmH, group 3]",[evalue=1.02158E-161],[locus_tag=Syncc8109_1908],[protein_id=AHF64253.1],[gene=None],[protein=tRNA (guanosine-2'-O-)-methyltransferase],[evalue=6.52028E-15]
[locus_tag=PMT_0651],[protein_id=CAE20826.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1530],[protein_id=AHF63891.1],[gene=None],[protein=hypothetical protein],[evalue=5.92122E-58]
[locus_tag=PMT_0652],[protein_id=CAE20827.1],[gene=None],[protein=STAS domain:Anti-sigma factor antagonist],[locus_tag=Syncc8109_1531],[protein_id=AHF63892.1],[gene=None],"[protein=anti-anti-sigma regulatory factor, SpoIIAA]",[evalue=6.44795E-53]
[locus_tag=PMT_0653],[protein_id=CAE20828.1],"[gene=carA, pyrA]",[protein=carbamoyl-phosphate synthase small chain],[locus_tag=Syncc8109_1532],[protein_id=AHF63893.1],[gene=carA],"[protein=carbamoyl-phosphate synthase, small subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0654],[protein_id=CAE20829.1],[gene=trpD/G],[protein=putative Anthranilate synthase component II],[locus_tag=Syncc8109_1533],[protein_id=AHF63894.1],[gene=trpD],[protein=anthranilate phosphoribosyltransferase],[evalue=1.28227E-163]
[locus_tag=PMT_0655],[protein_id=CAE20830.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[locus_tag=Syncc8109_1534],[protein_id=AHF63895.1],[gene=None],[protein=ATPase],[evalue=0.00000E+00],[locus_tag=Syncc8109_0860],[protein_id=AHF63238.1],[gene=mdlB],[protein=ATPase],[evalue=3.47798E-76],[locus_tag=Syncc8109_0984],[protein_id=AHF63358.1],[gene=mdlB],[protein=ATPase],[evalue=3.82829E-69]
[locus_tag=PMT_0657],[protein_id=CAE20832.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1702],[protein_id=AHF64058.1],[gene=None],[protein=hypothetical protein],[evalue=4.94064E-52]
[locus_tag=PMT_0658],[protein_id=CAE20833.1],[gene=None],"[protein=possible ABC transporter component, ATP binding protein]",[locus_tag=Syncc8109_1179],[protein_id=AHF63549.1],[gene=None],[protein=ATPase],[evalue=9.95169E-86],[locus_tag=Syncc8109_0669],[protein_id=AHF63054.1],[gene=drrA],[protein=ATPase],[evalue=3.54395E-23],[locus_tag=Syncc8109_1174],[protein_id=AHF63544.1],[gene=None],[protein=ATPase],[evalue=3.13108E-20]
[locus_tag=PMT_0660],[protein_id=CAE20835.1],[gene=None],[protein=Esterase/lipase/thioesterase family active site],[locus_tag=Syncc8109_1188],[protein_id=AHF63558.1],[gene=None],[protein=Esterase/lipase/thioesterase family active site protein],[evalue=8.15201E-100]
[locus_tag=PMT_0661],[protein_id=CAE20836.1],[gene=None],[protein=Quinolinate synthetase A protein],[locus_tag=Syncc8109_1213],[protein_id=AHF63583.1],[gene=nadA],"[protein=quinolinate synthetase complex, A subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0662],[protein_id=None],[gene=None],[protein=putative transcripton factor],[locus_tag=Syncc8109_1215],[protein_id=AHF63585.1],[gene=None],[protein=putative transcripton factor],[evalue=4.27733E-82]
[locus_tag=PMT_2417],[protein_id=CAX31936.1],[gene=None],[protein=putative transcripton factor],[locus_tag=Syncc8109_1215],[protein_id=AHF63585.1],[gene=None],[protein=putative transcripton factor],[evalue=1.47124E-82]
[locus_tag=PMT_0663],[protein_id=CAE20838.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1216],[protein_id=AHF63586.1],[gene=None],[protein=hypothetical protein],[evalue=2.23645E-133]
[locus_tag=PMT_0664],[protein_id=CAE20839.1],[gene=None],[protein=possible endolysin],[locus_tag=Syncc8109_1217],[protein_id=AHF63587.1],[gene=None],[protein=putative muramidase],[evalue=5.44877E-106],[locus_tag=Syncc8109_1654],[protein_id=AHF64011.1],[gene=None],[protein=putative muramidase],[evalue=1.17002E-60]
[locus_tag=PMT_0665],[protein_id=CAE20840.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1218],[protein_id=AHF63588.1],[gene=None],[protein=hypothetical protein],[evalue=5.78026E-141]
[locus_tag=PMT_0666],[protein_id=CAE20841.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1219],[protein_id=AHF63589.1],[gene=None],[protein=hypothetical protein],[evalue=3.43869E-119]
[locus_tag=PMT_0667],[protein_id=CAE20842.1],[gene=aroB],[protein=3-dehydroquinate synthase],[locus_tag=Syncc8109_1220],[protein_id=AHF63590.1],[gene=aroB],[protein=3-dehydroquinate synthase],[evalue=0.00000E+00]
[locus_tag=PMT_0668],[protein_id=CAE20843.1],[gene=lacF],[protein=putative lactose transporter],[locus_tag=Syncc8109_1221],[protein_id=AHF63591.1],[gene=lacF],[protein=lactose transport system permease protein],[evalue=7.52187E-162],[locus_tag=Syncc8109_1254],[protein_id=AHF63622.1],[gene=None],"[protein=ABC transporter for possibly for trehalose/maltose, membrane component]",[evalue=6.42281E-13]
[locus_tag=PMT_0669],[protein_id=CAE20844.1],[gene=purK],[protein=phosphoribosylaminoimidazole carboxylase],[locus_tag=Syncc8109_1222],[protein_id=AHF63592.1],[gene=purK],"[protein=phosphoribosylaminoimidazole carboxylase, ATPase subunit]",[evalue=0.00000E+00],[locus_tag=Syncc8109_2756],[protein_id=AHF65062.1],[gene=purT],[protein=phosphoribosylglycinamide formyltransferase 2],[evalue=6.44632E-15]
[locus_tag=PMT_0671],[protein_id=CAE20846.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1230],[protein_id=AHF63598.1],[gene=None],[protein=hypothetical protein],[evalue=8.77236E-44]
[locus_tag=PMT_0672],[protein_id=CAE20847.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1232],[protein_id=AHF63600.1],[gene=None],[protein=Clp protease adaptor],[evalue=8.42260E-59],[locus_tag=Syncc8109_0315],[protein_id=AHF62724.1],[gene=None],[protein=Clp protease adaptor],[evalue=5.39546E-11]
[locus_tag=PMT_0673],[protein_id=CAE20848.1],[gene=petN],[protein=PetN protein],[locus_tag=Syncc8109_1233],[protein_id=AHF63601.1],[gene=petN],[protein=cytochrome b6-f complex subunit VIII],[evalue=5.22435E-18]
[locus_tag=PMT_0675],[protein_id=CAE20850.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1236],[protein_id=AHF63604.1],[gene=None],[protein=Thf1-like protein],[evalue=1.03273E-68]
[locus_tag=PMT_0676],[protein_id=CAE20851.1],[gene=clpP1],[protein=Clp protease proteolytic subunit],[locus_tag=Syncc8109_1237],[protein_id=AHF63605.1],[gene=clpP1],"[protein=ATP-dependent Clp protease, proteolytic subunit ClpP]",[evalue=3.18513E-134],[locus_tag=Syncc8109_0069],[protein_id=AHF62494.1],[gene=clpP2],"[protein=ATP-dependent Clp protease, proteolytic subunit ClpP]",[evalue=2.40414E-96],[locus_tag=Syncc8109_1888],[protein_id=AHF64236.1],[gene=clpP3],[protein=Endopeptidase Clp],[evalue=8.28914E-78]
[locus_tag=PMT_0677],[protein_id=CAE20852.1],[gene=ftsH1],[protein=FtsH ATP-dependent protease homolog],[locus_tag=Syncc8109_1238],[protein_id=AHF63606.1],[gene=ftsH1],[protein=ATP-dependent metalloprotease FtsH],[evalue=0.00000E+00],[locus_tag=Syncc8109_0306],[protein_id=AHF62715.1],[gene=ftsH2],[protein=ATP-dependent metalloprotease FtsH],[evalue=0.00000E+00],[locus_tag=Syncc8109_1341],[protein_id=AHF63704.1],[gene=ftsH],[protein=ATP-dependent metalloprotease FtsH],[evalue=0.00000E+00]
[locus_tag=PMT_0678],[protein_id=CAE20853.1],[gene=None],[protein=possible ABC transporter],[locus_tag=Syncc8109_1239],[protein_id=AHF63607.1],[gene=None],[protein=putative ABC transporter],[evalue=0.00000E+00]
[locus_tag=PMT_0679],[protein_id=CAE20854.1],[gene=pykF],[protein=Pyruvate kinase],[locus_tag=Syncc8109_1240],[protein_id=AHF63608.1],[gene=pykF],[protein=pyruvate kinase],[evalue=0.00000E+00]
[locus_tag=PMT_0680],[protein_id=CAE20855.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1241],[protein_id=AHF63609.1],[gene=None],[protein=hypothetical protein],[evalue=2.57669E-61]
[locus_tag=PMT_0681],[protein_id=CAE20856.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1242],[protein_id=AHF63610.1],[gene=None],[protein=hypothetical protein],[evalue=3.23671E-47]
[locus_tag=PMT_0682],[protein_id=CAE20857.1],[gene=None],[protein=conserved hypothetical membrane protein],[locus_tag=Syncc8109_1243],[protein_id=AHF63611.1],[gene=None],[protein=hypothetical protein],[evalue=1.83055E-39]
[locus_tag=PMT_0683],[protein_id=CAE20858.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1244],[protein_id=AHF63612.1],[gene=None],[protein=putative transcriptional regulator],[evalue=9.89636E-89]
[locus_tag=PMT_0684],[protein_id=CAE20859.1],[gene=ilvA],[protein=threonine dehydratase],[locus_tag=Syncc8109_1245],[protein_id=AHF63613.1],[gene=ilvA],"[protein=threonine dehydratase, biosynthetic]",[evalue=0.00000E+00]
[locus_tag=PMT_0685],[protein_id=CAE20860.1],[gene=Dxs],[protein=1-deoxy-D-xylulose 5-phosphate synthase],[locus_tag=Syncc8109_1246],[protein_id=AHF63614.1],[gene=Dxs],[protein=deoxyxylulose-5-phosphate synthase],[evalue=0.00000E+00],[locus_tag=Syncc8109_1491],[protein_id=AHF63853.1],[gene=pdhB],[protein=pyruvate dehydrogenase E1 beta subunit],[evalue=1.80831E-14]
[locus_tag=PMT_0686],[protein_id=CAE20861.1],[gene=None],[protein=NAD binding site],[locus_tag=Syncc8109_1247],[protein_id=AHF63615.1],[gene=None],[protein=hypothetical protein],[evalue=1.03551E-130]
[locus_tag=PMT_0687],[protein_id=CAE20862.1],[gene=psaK],[protein=Photosystem I PsaK protein (subunit X)],[locus_tag=Syncc8109_1248],[protein_id=AHF63616.1],[gene=psaK],[protein=putative photosystem I reaction center subunit X (PsaK)],[evalue=6.14414E-30]
[locus_tag=PMT_0688],[protein_id=CAE20863.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1249],[protein_id=AHF63617.1],[gene=None],[protein=hypothetical protein],[evalue=4.22644E-25]
[locus_tag=PMT_0689],[protein_id=CAE20864.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1250],[protein_id=AHF63618.1],[gene=None],[protein=hypothetical protein],[evalue=1.85184E-32]
[locus_tag=PMT_0690],[protein_id=CAE20865.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1251],[protein_id=AHF63619.1],[gene=None],[protein=hypothetical protein],[evalue=2.72103E-122]
[locus_tag=PMT_0691],[protein_id=CAE20866.1],[gene=None],"[protein=ABC transporter for sugars, ATP binding protein]",[locus_tag=Syncc8109_1252],[protein_id=AHF63620.1],[gene=None],[protein=ATPase],[evalue=1.43600E-139],[locus_tag=Syncc8109_0562],[protein_id=AHF62949.1],[gene=None],[protein=ATPase],[evalue=2.96962E-73],[locus_tag=Syncc8109_0736],[protein_id=AHF63116.1],[gene=futC],[protein=ATPase],[evalue=6.01728E-52]
[locus_tag=PMT_0692],[protein_id=CAE20867.1],[gene=None],"[protein=ABC transporter component, likely for sugar transport]",[locus_tag=Syncc8109_1253],[protein_id=AHF63621.1],[gene=None],"[protein=ABC transporter, likely for trehalose/maltose, membrane component]",[evalue=7.87424E-112],[locus_tag=Syncc8109_2033],[protein_id=AHF64374.1],[gene=None],[protein=putative permease protein of sugar ABC transporter],[evalue=1.02811E-16]
[locus_tag=PMT_0693],[protein_id=CAE20868.1],[gene=None],"[protein=ABC transporter for sugars, membrane component]",[locus_tag=Syncc8109_1254],[protein_id=AHF63622.1],[gene=None],"[protein=ABC transporter for possibly for trehalose/maltose, membrane component]",[evalue=8.33276E-117],[locus_tag=Syncc8109_1221],[protein_id=AHF63591.1],[gene=lacF],[protein=lactose transport system permease protein],[evalue=6.41674E-26]
[locus_tag=PMT_0694],[protein_id=CAE20869.1],[gene=None],"[protein=ABC transporter for sugars, solute-binding protein]",[locus_tag=Syncc8109_1255],[protein_id=AHF63623.1],[gene=None],"[protein=ABC transporter, likely sugar solute binding protein]",[evalue=6.39352E-173]
[locus_tag=PMT_0695],[protein_id=CAE20870.1],"[gene=rpl28, rpmB]",[protein=50S ribosomal protein L28],[locus_tag=Syncc8109_1258],[protein_id=AHF63626.1],[gene=rpmB],[protein=LSU ribosomal protein L28P],[evalue=3.42189E-50]
[locus_tag=PMT_0696],[protein_id=CAE20871.1],[gene=htpG],[protein=heat shock protein HtpG],[locus_tag=Syncc8109_1259],[protein_id=AHF63627.1],[gene=htpG],"[protein=ATP-binding region, ATPase-like protein]",[evalue=0.00000E+00]
[locus_tag=PMT_0697],[protein_id=CAE20872.1],[gene=None],"[protein=ferredoxin, 4Fe-4S]",[locus_tag=Syncc8109_1260],[protein_id=AHF63628.1],[gene=None],[protein=ferredoxin],[evalue=1.25003E-37]
[locus_tag=PMT_0698],[protein_id=CAE20873.1],[gene=hisS],"[protein=tRNA synthetases, class-II (G, H, P and S)]",[locus_tag=Syncc8109_1261],[protein_id=AHF63629.1],[gene=None],[protein=ATP phosphoribosyltransferase regulatory subunit],[evalue=4.45235E-172]
[locus_tag=PMT_0699],[protein_id=CAE20874.1],[gene=suhB],[protein=Inositol-1-monophosphatase],[locus_tag=Syncc8109_1262],[protein_id=AHF63630.1],[gene=None],[protein=Inositol-1(or 4)-monophosphatase],[evalue=2.54570E-147],[locus_tag=Syncc8109_2424],[protein_id=AHF64735.1],[gene=None],[protein=inositol monophosphate family protein],[evalue=2.72008E-13],[locus_tag=Syncc8109_0628],[protein_id=AHF63013.1],[gene=cysQ],[protein=CysQ protein-like protein],[evalue=2.33111E-12]
