[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=1.18003E-157]
[locus_tag=PMT_0461],[protein_id=CAE20636.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1020],[protein_id=CAE19479.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.17346E-16]
[locus_tag=PMT_0463],[protein_id=CAE20638.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0574],[protein_id=CAE19033.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.39837E-38]
[locus_tag=PMT_0464],[protein_id=CAE20639.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0573],[protein_id=CAE19032.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.80568E-50],[locus_tag=PMM0443],[protein_id=CAE18902.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.95975E-21]
[locus_tag=PMT_0465],[protein_id=CAE20640.1],[gene=trpA],[protein=Tryptophan synthase alpha chain],[locus_tag=PMM0572],[protein_id=CAE19031.1],[gene=trpA],[protein=Tryptophan synthase alpha chain],[evalue=3.41737E-122]
[locus_tag=PMT_0466],[protein_id=CAE20641.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0571],[protein_id=CAE19030.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.67543E-25]
[locus_tag=PMT_0467],[protein_id=CAE20642.1],[gene=None],[protein=hypothetical],[locus_tag=PMM0570],[protein_id=CAE19029.1],[gene=ndhL],[protein=None],[evalue=1.72461E-28]
[locus_tag=PMT_0468],[protein_id=CAE20643.1],[gene=pyrC],[protein=Dihydroorotase],[locus_tag=PMM0569],[protein_id=CAE19028.1],[gene=pyrC],[protein=Dihydroorotase],[evalue=1.42045E-137]
[locus_tag=PMT_0469],[protein_id=CAE20644.1],[gene=None],"[protein=putative CaCA family, sodium/calcium exchanger]",[locus_tag=PMM0568],[protein_id=CAE19027.1],[gene=None],[protein=putative CaCA family sodium/calcium exchanger],[evalue=4.35959E-131]
[locus_tag=PMT_0470],[protein_id=CAE20645.1],[gene=gshR],[protein=None],[locus_tag=PMM0567],[protein_id=CAE19026.1],[gene=gshR],[protein=None],[evalue=1.30690E-150],[locus_tag=PMM1298],[protein_id=CAE19757.1],[gene=lpdA],[protein=putative dihydrolipoamide dehydrogenase],[evalue=3.67730E-63]
[locus_tag=PMT_0471],[protein_id=CAE20646.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0566],[protein_id=CAE19025.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.46543E-136]
[locus_tag=PMT_0478],[protein_id=CAE20653.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1325],[protein_id=CAE19784.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.76163E-37]
[locus_tag=PMT_0479],[protein_id=CAE20654.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0998],[protein_id=CAE19457.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.33854E-33]
[locus_tag=PMT_0480],[protein_id=CAE20655.1],[gene=None],[protein=None],[locus_tag=PMM1361],[protein_id=CAE19820.1],[gene=None],[protein=None],[evalue=3.65440E-113],[locus_tag=PMM0634],[protein_id=CAE19093.1],[gene=None],[protein=possible light-dependent protochlorophyllide oxido-reductase],[evalue=4.69054E-24],[locus_tag=PMM0542],[protein_id=CAE19001.1],[gene=None],[protein=Light dependent protochlorophyllide oxido-reductase],[evalue=2.44494E-14]
[locus_tag=PMT_0482],[protein_id=CAE20657.1],[gene=None],[protein=TPR repeat],[locus_tag=PMM1614],[protein_id=CAE20073.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.28967E-13]
[locus_tag=PMT_0492],[protein_id=CAE20667.1],[gene=msrA],[protein=Peptide methionine sulfoxide reductase],[locus_tag=PMM0955],[protein_id=CAE19414.1],[gene=msrA],[protein=Peptide methionine sulfoxide reductase],[evalue=1.67818E-92],[locus_tag=PMM1333],[protein_id=CAE19792.1],[gene=None],[protein=Peptide methionine sulfoxide reductase],[evalue=1.00480E-24]
[locus_tag=PMT_0494],[protein_id=CAE20669.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1172],[protein_id=CAE19631.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.76838E-61]
[locus_tag=PMT_0495],[protein_id=CAE20670.1],[gene=None],[protein=Ferritin],[locus_tag=PMM0804],[protein_id=CAE19263.1],[gene=None],[protein=ferritin],[evalue=1.77130E-24]
[locus_tag=PMT_0496],[protein_id=CAE20671.1],[gene=pcb],[protein=light-harvesting complex protein],[locus_tag=PMM0627],[protein_id=CAE19086.1],[gene=pcb],[protein=light-harvesting complex protein],[evalue=2.12676E-145],[locus_tag=PMM1158],[protein_id=CAE19617.1],[gene=psbC],[protein=None],[evalue=9.49492E-49],[locus_tag=PMM0315],[protein_id=CAE18774.1],[gene=psbB],[protein=None],[evalue=4.57782E-15]
[locus_tag=PMT_0497],[protein_id=CAE20672.1],[gene=None],"[protein=Bacterial regulatory proteins, Crp family]",[locus_tag=PMM0806],[protein_id=CAE19265.1],[gene=None],"[protein=Bacterial regulatory proteins, Crp family]",[evalue=2.46772E-99]
[locus_tag=PMT_0499],[protein_id=CAE20674.1],[gene=None],[protein=ferritin],[locus_tag=PMM0804],[protein_id=CAE19263.1],[gene=None],[protein=ferritin],[evalue=5.73578E-73]
[locus_tag=PMT_0501],[protein_id=CAE20676.1],[gene=None],"[protein=ABC transporter, ATP binding component, possibly iron transporter]",[locus_tag=PMM0803],[protein_id=CAE19262.1],[gene=None],"[protein=ABC transporter, ATP binding component, possibly iron transporter]",[evalue=3.46064E-118],[locus_tag=PMM0372],[protein_id=CAE18831.1],[gene=None],[protein=putative cyanate ABC transporter],[evalue=8.87721E-41],[locus_tag=PMM0750],[protein_id=CAE19209.1],[gene=None],"[protein=ABC transporter, ATP-binding component]",[evalue=7.91466E-36]
[locus_tag=PMT_0502],[protein_id=CAE20677.1],[gene=None],"[protein=Bacterial regulatory proteins, Crp family]",[locus_tag=PMM0806],[protein_id=CAE19265.1],[gene=None],"[protein=Bacterial regulatory proteins, Crp family]",[evalue=2.53920E-15]
[locus_tag=PMT_0503],[protein_id=CAE20678.1],[gene=None],[protein=possible ATLS1-like light-inducible protein],[locus_tag=PMM1167],[protein_id=CAE19626.1],[gene=None],[protein=Macrophage migration inhibitory factor family],[evalue=3.24690E-29]
[locus_tag=PMT_0504],[protein_id=CAE20679.1],[gene=None],[protein=putative endonuclease],[locus_tag=PMM0802],[protein_id=CAE19261.1],[gene=None],[protein=putative endonuclease],[evalue=4.67372E-102]
[locus_tag=PMT_0506],[protein_id=CAE20681.1],[gene=ycf39],[protein=conserved hypothetical protein],[locus_tag=PMM0801],[protein_id=CAE19260.1],[gene=ycf39],[protein=conserved hypothetical protein],[evalue=1.18342E-92]
[locus_tag=PMT_0507],[protein_id=CAE20682.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0800],[protein_id=CAE19259.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.52162E-28]
[locus_tag=PMT_0508],[protein_id=CAE20683.1],[gene=None],"[protein=ABC transporter, substrate binding protein, phosphate]",[locus_tag=PMM0710],[protein_id=CAE19169.1],[gene=None],"[protein=ABC transporter, substrate binding protein, phosphate]",[evalue=7.29379E-177]
[locus_tag=PMT_0510],[protein_id=CAE20685.1],[gene=rimI],[protein=GCN5-related N-acetyltransferase],[locus_tag=PMM0333],[protein_id=CAE18792.1],[gene=rimI],[protein=GCN5-related N-acetyltransferase],[evalue=6.54766E-118]
[locus_tag=PMT_0512],[protein_id=CAE20687.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0799],[protein_id=CAE19258.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.09650E-63]
[locus_tag=PMT_0518],[protein_id=CAE20693.1],[gene=pgsA],[protein=CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase],[locus_tag=PMM0798],[protein_id=CAE19257.1],[gene=pgsA],[protein=CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase],[evalue=1.52973E-35]
[locus_tag=PMT_0519],[protein_id=CAE20694.1],[gene=None],[protein=possible mRNA-binding protein],[locus_tag=PMM0797],[protein_id=CAE19256.1],[gene=None],[protein=possible mRNA binding protein],[evalue=7.56617E-121]
[locus_tag=PMT_0520],[protein_id=CAE20695.1],[gene=hisA],[protein=Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase],[locus_tag=PMM0796],[protein_id=CAE19255.1],[gene=hisA],[protein=PHOSPHORIBOSYLFORMIMINO-5-AMINOIMIDAZOLE CARBOXAMIDE RIBOTIDE ISOMERASE],[evalue=1.82965E-95],[locus_tag=PMM0430],[protein_id=CAE18889.1],[gene=hisF],[protein=None],[evalue=1.19768E-17]
[locus_tag=PMT_0522],[protein_id=CAE20697.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0795],[protein_id=CAE19254.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.99669E-101]
[locus_tag=PMT_0523],[protein_id=CAE20698.1],[gene=None],[protein=conservd hypothetical protein],[locus_tag=PMM0794],[protein_id=CAE19253.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.18431E-50]
[locus_tag=PMT_0524],[protein_id=CAE20699.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0793],[protein_id=CAE19252.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.01049E-97]
[locus_tag=PMT_0525],[protein_id=CAE20700.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0792],[protein_id=CAE19251.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.10236E-27]
[locus_tag=PMT_0526],[protein_id=CAE20701.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0791],[protein_id=CAE19250.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.44221E-43]
[locus_tag=PMT_0527],[protein_id=CAE20702.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0790],[protein_id=CAE19249.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.58919E-63]
[locus_tag=PMT_0528],[protein_id=CAE20703.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0789],[protein_id=CAE19248.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.05777E-36]
[locus_tag=PMT_0529],[protein_id=CAE20704.1],[gene=proB],[protein=putative glutamate 5-kinase],[locus_tag=PMM0788],[protein_id=CAE19247.1],[gene=proB],[protein=putative glutamate 5-kinase],[evalue=1.56320E-143]
[locus_tag=PMT_0530],[protein_id=CAE20705.1],[gene=lpxD],[protein=None],[locus_tag=PMM0787],[protein_id=CAE19246.1],[gene=lpxD],[protein=None],[evalue=4.45204E-107]
[locus_tag=PMT_0531],[protein_id=CAE20706.1],[gene=leuB],[protein=3-isopropylmalate dehydrogenase],[locus_tag=PMM0786],[protein_id=CAE19245.1],[gene=leuB],[protein=3-isopropylmalate dehydrogenase],[evalue=6.16748E-158],[locus_tag=PMM1596],[protein_id=CAE20055.1],[gene=icd],[protein=Isocitrate dehydrogenase],[evalue=7.27894E-16]
[locus_tag=PMT_0532],[protein_id=CAE20707.1],[gene=None],[protein=phosphoribulokinase],[locus_tag=PMM0785],[protein_id=CAE19244.1],[gene=None],[protein=phosphoribulokinase],[evalue=0.00000E+00]
[locus_tag=PMT_0534],[protein_id=CAE20709.1],[gene=accD],"[protein=acetyl-CoA carboxylase, beta subunit]",[locus_tag=PMM0784],[protein_id=CAE19243.1],[gene=accD],"[protein=acetyl-CoA carboxylase, beta subunit]",[evalue=8.87885E-175]
[locus_tag=PMT_0535],[protein_id=CAE20710.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0783],[protein_id=CAE19242.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.78848E-24],[locus_tag=PMM0309],[protein_id=CAE18768.1],[gene=None],[protein=possible Pollen allergen],[evalue=7.56385E-19]
[locus_tag=PMT_0536],[protein_id=CAE20711.1],[gene=None],[protein=putative oxidoreductase],[locus_tag=PMM0782],[protein_id=CAE19241.1],[gene=None],[protein=putative oxidoreductase],[evalue=1.68171E-130]
[locus_tag=PMT_0537],[protein_id=CAE20712.1],[gene=None],"[protein=Fructose-bisphosphate/sedoheptulose-1,7-bisphosphate aldolase]",[locus_tag=PMM0781],[protein_id=CAE19240.1],[gene=None],"[protein=Fructose-bisphosphate/sedoheptulose-1,7-bisphosphate aldolase]",[evalue=0.00000E+00]
[locus_tag=PMT_0538],[protein_id=CAE20713.1],[gene=None],[protein=Uncharacterized protein family UPF0094],[locus_tag=PMM0455],[protein_id=CAE18914.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.71079E-51]
[locus_tag=PMT_0539],[protein_id=CAE20714.1],[gene=None],[protein=phosphoribosylformylglycinamidine synthase],[locus_tag=PMM0780],[protein_id=CAE19239.1],[gene=None],[protein=phosphoribosylformylglycinamidine synthase],[evalue=1.55985E-104]
[locus_tag=PMT_0540],[protein_id=CAE20715.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0779],[protein_id=CAE19238.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.30610E-28]
[locus_tag=PMT_2396],[protein_id=CAX31914.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM1846],[protein_id=CAP16350.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=4.62576E-14]
[locus_tag=PMT_0546],[protein_id=CAE20721.1],[gene=None],[protein=probable periplasmic protein],[locus_tag=PMM0383],[protein_id=CAE18842.1],[gene=None],[protein=probable periplasmic protein],[evalue=6.11290E-83]
[locus_tag=PMT_0548],[protein_id=CAE20723.1],[gene=None],[protein=putative agropine synthesis reductase],[locus_tag=PMM0632],[protein_id=CAE19091.1],[gene=None],[protein=None],[evalue=5.04910E-90]
[locus_tag=PMT_0551],[protein_id=CAE20726.1],[gene=sdmt],[protein=putative sarcosine-dimethylglycine methyltransferase],[locus_tag=PMM1505],[protein_id=CAE19964.1],[gene=None],[protein=None],[evalue=1.19778E-18]
[locus_tag=PMT_0553],[protein_id=CAE20728.1],[gene=None],"[protein=ABC transporter, ATP binding component, glycine betaine/proline family]",[locus_tag=PMM0372],[protein_id=CAE18831.1],[gene=None],[protein=putative cyanate ABC transporter],[evalue=2.74150E-42],[locus_tag=PMM0434],[protein_id=CAE18893.1],[gene=None],"[protein=possible ABC transporter, ATP binding protein]",[evalue=7.35986E-42],[locus_tag=PMM0803],[protein_id=CAE19262.1],[gene=None],"[protein=ABC transporter, ATP binding component, possibly iron transporter]",[evalue=1.06789E-38]
[locus_tag=PMT_0556],[protein_id=CAE20731.1],[gene=cobW],[protein=putative cobalamin synthesis protein],[locus_tag=PMM0778],[protein_id=CAE19237.1],[gene=cobW],[protein=putative cobalamin synthesis protein],[evalue=4.73756E-106],[locus_tag=PMM1033],[protein_id=CAE19492.1],[gene=None],[protein=Cobalamin synthesis protein/P47K],[evalue=1.03604E-32],[locus_tag=PMM0490],[protein_id=CAE18949.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.58667E-30]
[locus_tag=PMT_0557],[protein_id=CAE20732.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0777],[protein_id=CAE19236.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.25889E-45],[locus_tag=PMM1350],[protein_id=CAE19809.1],[gene=None],[protein=Pentapeptide repeats],[evalue=2.81391E-36],[locus_tag=PMM1042],[protein_id=CAE19501.1],[gene=None],[protein=conserved hpothetical protein],[evalue=1.00927E-22]
[locus_tag=PMT_0558],[protein_id=CAE20733.1],[gene=None],[protein=putative uracil phosphoribosyltransferase],[locus_tag=PMM0776],[protein_id=CAE19235.1],[gene=None],[protein=putative uracil phosphoribosyltransferase],[evalue=3.98066E-68]
[locus_tag=PMT_0559],[protein_id=CAE20734.1],[gene=None],[protein=conserved hypothetical],[locus_tag=PMM0775],[protein_id=CAE19234.1],[gene=None],[protein=conserved hypothetical],[evalue=4.91963E-35]
[locus_tag=PMT_0560],[protein_id=CAE20735.1],[gene=None],[protein=Dihydroxy-acid dehydratase],[locus_tag=PMM0774],[protein_id=CAE19233.1],[gene=ilvD],[protein=Dihydroxy-acid dehydratase],[evalue=0.00000E+00]
[locus_tag=PMT_0561],[protein_id=CAE20736.1],[gene=None],[protein=possible Insulin-like growth factor binding pr],[locus_tag=PMM0773],[protein_id=CAE19232.1],[gene=None],[protein=possible Geminivirus coat protein],[evalue=1.44550E-26]
[locus_tag=PMT_0562],[protein_id=CAE20737.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0772],[protein_id=CAE19231.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.24451E-63]
[locus_tag=PMT_0564],[protein_id=CAE20739.1],[gene=None],[protein=None],[locus_tag=PMM0771],[protein_id=CAE19230.1],[gene=None],[protein=None],[evalue=1.00537E-64]
[locus_tag=PMT_0565],[protein_id=CAE20740.1],[gene=gnd],[protein=6-phosphogluconate dehydrogenase],[locus_tag=PMM0770],[protein_id=CAE19229.1],[gene=gnd],[protein=6-phosphogluconate dehydrogenase],[evalue=0.00000E+00]
[locus_tag=PMT_0566],[protein_id=CAE20741.1],[gene=glgC],[protein=ADP-glucose pyrophosphorylase],[locus_tag=PMM0769],[protein_id=CAE19228.1],[gene=glgC],[protein=ADP-glucose pyrophosphorylase],[evalue=0.00000E+00],[locus_tag=PMM0152],[protein_id=CAE18611.1],[gene=None],[protein=Putative sugar-phosphate nucleotidyl transferase],[evalue=1.70414E-14]
[locus_tag=PMT_0567],[protein_id=CAE20742.1],[gene=hemA],[protein=glutamyl-tRNA reductase],[locus_tag=PMM0768],[protein_id=CAE19227.1],[gene=hemA],[protein=glutamyl-tRNA reductase],[evalue=0.00000E+00]
[locus_tag=PMT_0568],[protein_id=CAE20743.1],[gene=None],"[protein=Fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase]",[locus_tag=PMM0767],[protein_id=CAE19226.1],[gene=None],"[protein=Fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase]",[evalue=0.00000E+00]
[locus_tag=PMT_0569],[protein_id=CAE20744.1],[gene=None],[protein=Ribulose-phosphate 3-epimerase],[locus_tag=PMM0766],[protein_id=CAE19225.1],[gene=None],[protein=Ribulose-phosphate 3-epimerase],[evalue=2.47865E-53]
[locus_tag=PMT_0570],[protein_id=CAE20745.1],[gene=None],[protein=possible heme transporter],[locus_tag=PMM0765],[protein_id=CAE19224.1],[gene=None],[protein=possible heme transporter],[evalue=8.08831E-124]
[locus_tag=PMT_0571],[protein_id=CAE20746.1],[gene=None],[protein=possible permease],[locus_tag=PMM1386],[protein_id=CAE19845.1],[gene=None],[protein=possible permease],[evalue=9.99785E-151]
[locus_tag=PMT_0572],[protein_id=CAE20747.1],[gene=None],"[protein=possible ABC transporter, ATP binding component]",[locus_tag=PMM0764],[protein_id=CAE19223.1],[gene=None],"[protein=possible ABC transporter, ATP binding component]",[evalue=1.67963E-106],[locus_tag=PMM0449],[protein_id=CAE18908.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=4.93721E-32],[locus_tag=PMM0974],[protein_id=CAE19433.1],[gene=urtE],[protein=Putative ATP-binding subunit of urea ABC transport system],[evalue=4.95464E-30]
[locus_tag=PMT_0574],[protein_id=CAE20749.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0763],[protein_id=CAE19222.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.49615E-33]
[locus_tag=PMT_0575],[protein_id=CAE20750.1],[gene=None],[protein=tyrosine binding protein],[locus_tag=PMM0762],[protein_id=CAE19221.1],[gene=None],[protein=tyrosine binding protein],[evalue=0.00000E+00],[locus_tag=PMM1509],[protein_id=CAE19968.1],[gene=fusA],[protein=Elongation factor G],[evalue=5.92458E-33],[locus_tag=PMM0420],[protein_id=CAE18879.1],[gene=lepA],[protein=GTP-binding protein LepA],[evalue=2.49153E-32]
[locus_tag=PMT_0576],[protein_id=CAE20751.1],[gene=None],[protein=putative carboxypeptidase],[locus_tag=PMM0761],[protein_id=CAE19220.1],[gene=None],[protein=putative carboxypeptidase],[evalue=1.00448E-64]
[locus_tag=PMT_0577],[protein_id=CAE20752.1],[gene=chlP],[protein=None],[locus_tag=PMM0760],[protein_id=CAE19219.1],[gene=chlP],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_0578],[protein_id=CAE20753.1],[gene=glyS],"[protein=putative Glycyl-tRNA synthetase, beta subunit]",[locus_tag=PMM0759],[protein_id=CAE19218.1],[gene=glyS],[protein=Glycyl-tRNA synthetase beta subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0579],[protein_id=CAE20754.1],[gene=sir],[protein=Ferredoxin-sulfite reductase],[locus_tag=PMM0758],[protein_id=CAE19217.1],[gene=sir],[protein=Ferredoxin-sulfite reductase],[evalue=0.00000E+00]
[locus_tag=PMT_0580],[protein_id=CAE20755.1],[gene=None],[protein=D-ala-D-ala dipeptidase],[locus_tag=PMM0757],[protein_id=CAE19216.1],[gene=None],[protein=D-ala-D-ala dipeptidase],[evalue=5.94263E-68]
